"term","frequency","density","occurrence"
"ippdutyyypnyfjljgvlvcelqprkmzyptpkdlhilkgdeynxlqaiurzebtkrwzofhl",1,8.00864934128859e-06,0.002
"iprofessional",10,8.00864934128859e-05,0.02
"ipsjptwapmubvtrbjsixdgwiagvtvgiiipymnhnkflranmcuwowcwbzwymmxmzj",1,8.00864934128859e-06,0.002
"ipslidatabase",1,8.00864934128859e-06,0.002
"ipsos",2,1.60172986825772e-05,0.004
"ipzejhhmrypfvefszllilbzrrkjlewcepbqllfxzhxgzxonhfrjlcxultsi",1,8.00864934128859e-06,0.002
"ipzhdlqbhkfbeshbmpwcdglvbclzliemhgdioakthcjqvmwbayfthkrprdlbrmvezmyz",1,8.00864934128859e-06,0.002
"iqadatpuvjnrffofuixhtgzlqlzpsqjkyqlsgcbpzdnsdfdxhqdhoertephz",1,8.00864934128859e-06,0.002
"iqaeezujfagadpvajjoayizbnkyakqbcptcndoukzsuzpegzkaqxaqkxqblghoqkam",1,8.00864934128859e-06,0.002
"iqaubofqwbravqgztpdhbeqlmoshcrrhhktjzfbzxawjoaebhaasklfrfcrimoz",1,8.00864934128859e-06,0.002
"iqcbqhptwiexddstekmbafqgthuzycgediurzdiebdhcifbacpspnelx",1,8.00864934128859e-06,0.002
"iqeaqaqqjkwmatjeorcoxboyggecsutzqkkrgvkwzlkuvsjziahrhjqwodpiugsjlwsw",1,8.00864934128859e-06,0.002
"iqfoqueiefhblraqkcqqietpeecyaqzvbzwayscchrsmlgniciwnliahfdteqeyjo",1,8.00864934128859e-06,0.002
"iqhkkdvhmgneayxzzzzdissfpxxbxnnmuzgnjdpwwahppaehshhkjiqyjjzaopyx",1,8.00864934128859e-06,0.002
"iqicaexmairyaqlmmalmjnqeiuagyhgefbmjkhrricagxyanhoxnieajeqsdamgmnj",1,8.00864934128859e-06,0.002
"iqjewudrucmceidwdeghmjemhgwipgvgbopwaasppajloofiqnajbkndpahcvgef",1,8.00864934128859e-06,0.002
"iqkvwarjvabrtrwirnwmlayaumnvyasevmgsgzmkdchqawckzcdjqmmfbudlabrqjbbbyi",1,8.00864934128859e-06,0.002
"iqlegqxkbwifzpfwqbkzabfzabnobmpakwoacxwqcyqclwcqfpfwwagchktcbeelsq",1,8.00864934128859e-06,0.002
"iqmbcebrmcxzesezgdmzgmtueoxvfbsqaazearsiwrjxnamrbaddrhahtfrvxgtdxfkce",1,8.00864934128859e-06,0.002
"iqnqmgortoipdtjedeusfgaagaaaaaaaaaaaaaaaafvvbzzjfpmhhljzjbznjrxvmojtrjfe",1,8.00864934128859e-06,0.002
"iqpxgeivsvcfjyshdoxnwhmuiqpcaocwjbhfkqgcqlohchsmqigvgiseyiepfixcycykhaaah",1,8.00864934128859e-06,0.002
"iqrbxfuherjelvegyabafpkuyhwhbzvcsceukaqpnjipahjhojdpkwxwmplgbblup",1,8.00864934128859e-06,0.002
"iqueoltoxjdtjxjrovdlaqzmefzotnwklfksvztvvdhdlhutvqqwukbkcocn",1,8.00864934128859e-06,0.002
"iqwkhsqdzaqazqcbxkeiumcafqtykuojovzaivyhpzaswicvmxhzexuncopsjgay",1,8.00864934128859e-06,0.002
"iqwolnldnivrxbiqgtkjujtpwmlwfjphkmlmnacvinupmtjhswlljegpo",2,1.60172986825772e-05,0.004
"iqzocmdjalvqbyejahqbcgcliacjcwzkodeivamiafjqlakmqmuaukgxjgubacaasjacnga",1,8.00864934128859e-06,0.002
"iran",1,8.00864934128859e-06,0.002
"iraq",4,3.20345973651544e-05,0.004
"ircxnbjcvadvjwjlzvrnnqkquylgmtjzpirqvgortovbkzjgqjtlhcvnulzwo",2,1.60172986825772e-05,0.004
"irda",7,5.60605453890201e-05,0.002
"ireceiveof",1,8.00864934128859e-06,0.002
"irekwudmwirklvwiiadzjgwfzddgkxewgfiinajfkgepmhciqeyeeowagdkqhgptsnfc",1,8.00864934128859e-06,0.002
"ireland",2,1.60172986825772e-05,0.004
"irelandstrongfontdiv",1,8.00864934128859e-06,0.002
"irespecti",1,8.00864934128859e-06,0.002
"irhpoorzcjfcnhkwxgjxpxxaalydklljbzeimloxxndpsxqiidzmymda",1,8.00864934128859e-06,0.002
"irhyvbwrbyngoxnpmmhyjtrrigkouiyrvatbmmgatskabzdmugtouxqzicegccp",1,8.00864934128859e-06,0.002
"irish",51,0.000408441116405718,0.1
"irlpogudrxblbttdlnoenopqdplhhkqhfwrllhhxdhxvhgoznxubrgrvqob",2,1.60172986825772e-05,0.004
"iroijlaplap",21,0.00016818163616706,0.002
"iroijlaplaps",1,8.00864934128859e-06,0.002
"iron",1,8.00864934128859e-06,0.002
"irooj",2,1.60172986825772e-05,0.002
"irovnnpnclwhyeoejtyaocoxjlbvxvojsjephlckmltbldcvmxuzzkofdyrjphbpsi",1,8.00864934128859e-06,0.002
"irqqeiwguqvybvfcfufiwbbxrbkdqjodxruhgdcktzxoihbmotdpo",1,8.00864934128859e-06,0.002
"irresponsible",4,3.20345973651544e-05,0.002
"irritated",1,8.00864934128859e-06,0.002
"irs",2,1.60172986825772e-05,0.002
"irvine",2,1.60172986825772e-05,0.002
"isaaxyiztibamvjkzdvdcdpqawydgjrgsjpwdubnpnkdxvvedxrcbmfjkmnwgrlv",1,8.00864934128859e-06,0.002
"isakovica",2,1.60172986825772e-05,0.004
"isapp",1,8.00864934128859e-06,0.002
"isaxyvwtkjzqrgghiquxbcqvwbwbealkzlayqseiqoiqwxthcanzzktavrrnvdaghlp",1,8.00864934128859e-06,0.002
"isbr",2,1.60172986825772e-05,0.002
"isbrbrtake",1,8.00864934128859e-06,0.002
"isbvpgcebqsorpgvzzzzbsuemtmjwktnmnjkcctuasaldznhjkzbenoaqfvy",1,8.00864934128859e-06,0.002
"iscreaming",2,1.60172986825772e-05,0.004
"isfybqiigyvlpxrpsjiptugtrtabsmoglyhoaonulhkxsnxyylvvcjycyrbcoqxgkky",1,8.00864934128859e-06,0.002
"ishmaila",3,2.40259480238658e-05,0.004
"isianilmpylaynvmbzbbxckaeghrbwlrazqqeecovsslkxtqhwaskuphgcdxqvdnyj",1,8.00864934128859e-06,0.002
"iskljucen",4,3.20345973651544e-05,0.004
"iskywifcypllcfzfzplmegcxcjgomstovxfmkbsvuylcrpmuttxvqxtbqllx",2,1.60172986825772e-05,0.004
"island",35,0.000280302726945101,0.006
"islanders",2,1.60172986825772e-05,0.002
"islandoption",5,4.0043246706443e-05,0.004
"islandrhode",1,8.00864934128859e-06,0.002
"islands",96,0.000768830336763705,0.006
"islandsoption",11,8.80951427541745e-05,0.002
"isle",1,8.00864934128859e-06,0.002
"islesoption",3,2.40259480238658e-05,0.002
"islets",1,8.00864934128859e-06,0.002
"ismcogmlcwbmnjsbvafwueikezoczwipzsgnrptznjnhxanzslleiluloigp",1,8.00864934128859e-06,0.002
"isnbspb",1,8.00864934128859e-06,0.002
"isnbspfor",1,8.00864934128859e-06,0.002
"isncmumllmcdpdrwknmusckynaakrtpcpvkkvfcztnekuucvmwabazzhxwwvopa",1,8.00864934128859e-06,0.002
"isoimclhyukwzqsxtiseloyshgywfsklfiiigiaoxzwtbpflxobzfiyiguyxjyqcchtyk",1,8.00864934128859e-06,0.002
"isoirfnlzkwrwwweyvwlyqnemiptjtonhxszpjqwvrrwkgaggcnchnagcilrydmgjgk",1,8.00864934128859e-06,0.002
"isolated",1,8.00864934128859e-06,0.002
"isp",3,2.40259480238658e-05,0.006
"ispaifontp",1,8.00864934128859e-06,0.002
"israel",1,8.00864934128859e-06,0.002
"isreturn",4,3.20345973651544e-05,0.004
"iss",1,8.00864934128859e-06,0.002
"íßéi",4,3.20345973651544e-05,0.008
"issuance",3,2.40259480238658e-05,0.004
"issue",27,0.000216233532214792,0.024
"issued",30,0.000240259480238658,0.018
"issuer",3,2.40259480238658e-05,0.004
"issues",9,7.20778440715973e-05,0.006
"issuesfontfontfontdiv",2,1.60172986825772e-05,0.002
"issus",2,1.60172986825772e-05,0.004
"issysclqkjkokcaqkybcvmmuooitl",1,8.00864934128859e-06,0.002
"ist",5,4.0043246706443e-05,0.006
"istih",2,1.60172986825772e-05,0.004
"istktvpvchebvmximumwzpxbtwgijuwupmxwpksflupblqmzxpyolvufnblozqea",1,8.00864934128859e-06,0.002
"isto",2,1.60172986825772e-05,0.004
"isznurexboyreqgdrlacgmebwohxhhzavpupucxznqckakxgszkyadcocbij",1,8.00864934128859e-06,0.002
"itaccording",1,8.00864934128859e-06,0.002
"itàîåíý",1,8.00864934128859e-06,0.002
"itaitmcztgvaypednegjiirghgezdmmpacbuzdneqbauurizsvbfyttlmhtnyq",1,8.00864934128859e-06,0.002
"italicized",1,8.00864934128859e-06,0.002
"italicstrongmanage",1,8.00864934128859e-06,0.002
"italijanske",2,1.60172986825772e-05,0.004
"italy",2,1.60172986825772e-05,0.004
"itbpijoswzphjngmtswsuqkdriuloztxkcpihkbbddannbtdmevbtzynrcbmmiwpllk",1,8.00864934128859e-06,0.002
"itbrbrremember",1,8.00864934128859e-06,0.002
"itdesemdjclcnwlcucvycghfgazcewbbemkoajqhdqkgnxkxckopvvuorfaohfmiojw",1,8.00864934128859e-06,0.002
"itdskrerfzzzzuopiyenrjihuxhsxkrohgkktbeetjycmdcgswqmbjqhjszhzemdcui",1,8.00864934128859e-06,0.002
"itefdiyzkuidqigzppjwzzuzfoxrjquoqjkmocokpkaguqgrtqjuzjdrzrdsvkcgwel",1,8.00864934128859e-06,0.002
"item",6,4.80518960477315e-05,0.008
"items",5,4.0043246706443e-05,0.01
"itepgmcszdkdhsihjyauegewltsaarqodqgppfaigiagjvoftyzpzpqluwhumqggka",1,8.00864934128859e-06,0.002
"itfontbrnbspfont",1,8.00864934128859e-06,0.002
"itfontfontblockquote",3,2.40259480238658e-05,0.006
"itfree",4,3.20345973651544e-05,0.008
"itgdoiiumqlgmkmqcoxpnbaumgwbgihvoithrwipyqbsyiuyxsuvsdchcgqcebwqrrcq",1,8.00864934128859e-06,0.002
"itge",2,1.60172986825772e-05,0.002
"itghiaeajakczaojxskkfipuxuohbzblbqyaollbwffywhgbakoqlhawpaweqvzsfvx",1,8.00864934128859e-06,0.002
"itifont",3,2.40259480238658e-05,0.006
"itinsiaeiluazvaenaacbyawceoaybpjafknaadfibkqajcekauafdnmoeemjmycimcbsad",1,8.00864934128859e-06,0.002
"itjzwsofzkctazgcnibxskskcncfskgrqnoyvbatwxwglqpaveqkacngchrq",1,8.00864934128859e-06,0.002
"itnbsp",1,8.00864934128859e-06,0.002
"itnbspstrongfontfont",1,8.00864934128859e-06,0.002
"itnssvoxdocrhoofeooadwcdukmbavcuqqmnywocfhpacfvhebizckqtbdrx",1,8.00864934128859e-06,0.002
"itºðßâ",1,8.00864934128859e-06,0.002
"i told you so",2,1.60172986825772e-05,0.004
"itp",1,8.00864934128859e-06,0.002
"it really is a great opportunity to make relatively
easy money with little cost to you i followed the
simple instructions carefully and within  days the
money started to come in my first month i made 
in the nd month i made  and by the end of the
third month my total cash count was 
life is beautiful thanx to internet",3,2.40259480238658e-05,0.006
"its",6,4.80518960477315e-05,0.008
"its",10,8.00864934128859e-05,0.016
"its",1,8.00864934128859e-06,0.002
"itself",6,4.80518960477315e-05,0.01
"itshappeningmailworldcom",1,8.00864934128859e-06,0.002
"ittkqaytmcirtbrmantvaiodmqgzgijrgzdmztmvyryztuwqkcoawppxulefbksmbms",1,8.00864934128859e-06,0.002
"ituacusiculygwbmzsyonqsqmjremeycqqdtidfigytdqawmdjgglyayeg",1,8.00864934128859e-06,0.002
"itxicjnciagicagiehvdvzxisigcibdcmvkaxqgumvwywlyiehbnvhbcblehbsywlucybo",1,8.00864934128859e-06,0.002
"itxicjnciagicagifrirvjfieltiepievyuevssuvoqugukvrvulsruqynidqogicagicbu",1,8.00864934128859e-06,0.002
"itxtvwfueqjoznjtgmqfjhrbwuutqdspcosbcesbovocfrfszvsoyxswmcqvyf",1,8.00864934128859e-06,0.002
"iubbluizpsfbqddumbhvaobuznfqeahhvgboiaclxgtvwawhaeepyajlnqzjpuybqocnavse",1,8.00864934128859e-06,0.002
"iudjoyinlotgvtssqawkxegagjiywnsfwiyzvutiklaapkffuqalyxqadihgqvafdr",1,8.00864934128859e-06,0.002
"iuesisicfawwtzcymheabkiatjpzlivdlkmstcrzyxboiohtgvyvnhcsrfyizdf",1,8.00864934128859e-06,0.002
"iugvzepetsuzhwphrnowwkbqazbuhbgdiamzssafzjhjyrqwctocchvhnogqcapefvzvk",1,8.00864934128859e-06,0.002
"iuiwtluagtxlffudpggorxmsloekeiklyuqspkvzstxtadvmqlscwupegmpkvki",1,8.00864934128859e-06,0.002
"iukherlaxartvvbqqlziljaerhfwldimtipluyurjfgomlpjaobezijtyzkmiinb",1,8.00864934128859e-06,0.002
"iumnvjqpmqxiopueswfmyylkfzgacykcxyroifugpvkbzzznbvtgovjaoqnagloqx",1,8.00864934128859e-06,0.002
"iuooqtwclgasusqywtjioaqpkmcysanqevlrqmgshqukbrsuhlmpztdpqnftfdcuepkktu",1,8.00864934128859e-06,0.002
"iuqerrqrjzlxowqjpyotffkxvxukwswgciqunlnwkkffanbenwnacie",1,8.00864934128859e-06,0.002
"iuqmunklpvvaocjpjmbbjmectyzuzmoiowiotcsxitvofjndejbohuyitwxdyniax",1,8.00864934128859e-06,0.002
"iurozmexvbilrgaugnvwdcrylxzfcxolfvtvpdtfmtsrtjonmuzarzh",2,1.60172986825772e-05,0.004
"iuuckoickzgdjdafwgghwhagjxgdikwctlgagwjjqlhkachyalbcspujyaeahvbmephj",1,8.00864934128859e-06,0.002
"iuxghzscvmhqhhbptphoathpexiwsnxnzaqkdacoswhehtggwnaagpwbuyajshrtua",1,8.00864934128859e-06,0.002
"iuycklvdeezkgixntymwtztzttahvozlqdppypwtdlpvxwgzuanhqyyjzmsnurd",1,8.00864934128859e-06,0.002
"ivbiqkuetobrovmbaussfzxzjcsqrdottdcksmzyvwhzuaxulxnvvfg",1,8.00864934128859e-06,0.002
"ivborwkggoaaaansuheugaabsaaaalaaqaaaacdsfaaaabgdbtueaalgofptrkwaaaalwsflz",1,8.00864934128859e-06,0.002
"ive",4,3.20345973651544e-05,0.008
"iven",1,8.00864934128859e-06,0.002
"ivfvbalunxufrhvprveqjapxdhdjrwofqzqanwcmbrxsocpbgggkhucvoqvrpoyn",1,8.00864934128859e-06,0.002
"ivgxykhynvorocijywpwljvjezocdnmxdfjssfgrczcorxswazcyxltjydfrdtclz",1,8.00864934128859e-06,0.002
"ivkovic",2,1.60172986825772e-05,0.004
"ivoirian",1,8.00864934128859e-06,0.002
"ivory",3,2.40259480238658e-05,0.004
"ivowjfunvprlfnffgcsbgifrimghjtutjpuwntkfwpdozzwlhcynozrcnjdh",1,8.00864934128859e-06,0.002
"ivpjimvsijnaqsjwxqnvhkkexjgxkrggdxfmvnpiagqhrvjpirdilmnot",1,8.00864934128859e-06,0.002
"ivshoktfyaaynwosscwmugdluagcxlpaikeiquuzkrzokumzcodmvrjgukjywu",1,8.00864934128859e-06,0.002
"ivslldfriitvkbvfcexjwxgftkzahpfgllvihpfvpyznrcfhgghnymsqogiwdtf",1,8.00864934128859e-06,0.002
"ivtjfgnhvkcmhmohixdcaludlddaephexvxmpkgimnqcdybzwaaaxxmvyadtzrfhv",1,8.00864934128859e-06,0.002
"ivtwtkehuejpbmrqofkncwihumvcuxqwtehgwlvzswoxrgeocshfnoxmczuvjfuotcelx",1,8.00864934128859e-06,0.002
"ivumxodikygdmxsrohpyzujdigsnwkkmtnpjbgaglbmpgddtoumhkbknvjifucidd",1,8.00864934128859e-06,0.002
"iwaoxlfcetcstoxepimqsrjatacqedfjqxmaeceatymgrcjqdperkpozwuxwgojbcalgwopqkb",1,8.00864934128859e-06,0.002
"iwarqzbhiuacdwvjkavaarqnsejxfqihaaaynwshzgwcxmappugbacftbvurqwnoypdx",1,8.00864934128859e-06,0.002
"i was
surprised when i found my medium size post office box crammed with
orders i made  in the first  weeks the nice thing about
this deal is that it does not matter where people live there simply isnt a
better investment with a faster return and so big",1,8.00864934128859e-06,0.002
"iwccvhensxhseigoguckjrhqyqfcggvqikccifbbactsmahicthuhoywgbgececaesr",1,8.00864934128859e-06,0.002
"iwdabncxucecdqhiumgxfvawujhzjqgdpcvcweqdwmdxexvordwrbdkreqabslhxwirkw",1,8.00864934128859e-06,0.002
"i went up to the counter and they had a 
whole box of more mail for me i had to ride back 
home and empty out my backpack because i could not 
carry it all",1,8.00864934128859e-06,0.002
"i went up to the
counter and they had a whole box of more mail for me i had to ride back
home and empty out my backpack because i could not carry it all",1,8.00864934128859e-06,0.002
"iwgrchvhcstgaehjdaaogogadccaiaigpwivppoaaheihrcklohmalqwgemgfehadbgakr",1,8.00864934128859e-06,0.002
"iwheni",4,3.20345973651544e-05,0.008
"i will make the necessary corrections here",1,8.00864934128859e-06,0.002
"i will note this",1,8.00864934128859e-06,0.002
"iwith",2,1.60172986825772e-05,0.004
"iwizututlndsgfrvvsquplywumdwyekuufesuntoylwhczpgynhvvpsbqewljby",1,8.00864934128859e-06,0.002
"iwkhxpsuvwxaizszuebemrljfxrlctybwkyicgbcuiuuiwihwgtmqlbkccghxaguphbqb",1,8.00864934128859e-06,0.002
"iwkiiyayyecacpqjppfmkbphsftmrwxlogwmmymboembnzpqycaewqisqjkbtapg",1,8.00864934128859e-06,0.002
"iwlaedpdtqxkcsjnnyonwaipwzuozfiaabcugaaorlgazfprqgogaaaaaaanjrdwuyjsbk",1,8.00864934128859e-06,0.002
"iwngyklftexriseegjajkymnupcottjwpnfjjzamcvtojfwdvshbzukrmbmeaix",1,8.00864934128859e-06,0.002
"iwpowfmwoivcsgkkbovycxwhmpzchrmssiiqrufskogqetwaifkymtcmgiicrsysgpppg",1,8.00864934128859e-06,0.002
"iwtqhufmqadtjnirgyssabugfzruuetqmskjyekdzjgmmqgmepcaueojlaqqguspsgpcci",1,8.00864934128859e-06,0.002
"iwttbianrhlvgtthmdgbgawcvbrwrcsatobdixwaacuinosdgmcrstwamkhhscpuydjbcu",1,8.00864934128859e-06,0.002
"iwuzgawctivqkbnadamndlsjsjdkyyzptbvfjtsnbfpjhjlnwivhskgqjeiguf",1,8.00864934128859e-06,0.002
"iwwocskaqoxiqobglmipqpeoklykwhictentziuciugakvmegklhswubtaicln",1,8.00864934128859e-06,0.002
"ixbvbdjwfjcwryiqxhstescqnybjhfmxigpehpgefbgsddsiyjmgiiwkckzp",1,8.00864934128859e-06,0.002
"ixcoosylygciczgkgsznxnihuyllhjwnnqwumhndccnyistauahwgaecjzxocbokqyc",1,8.00864934128859e-06,0.002
"ixefqrtjyvnrmneylhhepykqvebnxbfpgofcsuhdjhamaowpzxkhaqo",1,8.00864934128859e-06,0.002
"ixerljxyqjqzroswnskltoufzhjtxzctntnedwkdvdbyicvxnhgvjktiypzarbktrw",1,8.00864934128859e-06,0.002
"ixoraxayhupbltplkjnntwnswjanocaljggzoqjuhutvcdjgyootrmmtgyjetbw",1,8.00864934128859e-06,0.002
"ixrbdtlgwjwarrbwlwcleujvyvgovlsmzbzofvxcexclnccdhpfhx",1,8.00864934128859e-06,0.002
"ixtzlsqnmefukyvufoiwmgnyguyilimgpetudxmqhnyhnfibgbrlohruagtxjnxhdydx",1,8.00864934128859e-06,0.002
"ixwsratpjomnherbovoklnithlffswmujpuxuvcgaiaaaaaaaaaaaaaaaaaaaaaaaa",1,8.00864934128859e-06,0.002
"ixyujcjgxxicdjzvmcvzmcvlkrkoshtnjlhmpgnuhivrmdvvfbhzrybkbhuyl",2,1.60172986825772e-05,0.004
"iydgddgaasomlbdcpgqsoedukyczhwuzhawitidhsdassbpabkchsuaaicmgmadaladhmcy",1,8.00864934128859e-06,0.002
"iyebyvbtugbnpvwibfaazoabgqzbatalisabfsagbxhaddqajgaaegxddnwagrgnlgwngatq",1,8.00864934128859e-06,0.002
"iyeduclrmkqbwqnlgdiwfkqykpckbtwbmxajwyodecmebzvvnzjoijscaesv",1,8.00864934128859e-06,0.002
"iyes i
            fontfont faced",1,8.00864934128859e-06,0.002
"iyfmrvfzaqaomfeytfcodqqzhirqsacgytvhvxjulzdaiwkwmwjkbcuxaahr",1,8.00864934128859e-06,0.002
"iygturcczarjwaqaowrpmsgeswfzpdhptmwkcpyqmqiitavxfhwelkgsbsikuew",1,8.00864934128859e-06,0.002
"iyjuwvhrappyfiixgyjmywcrnfimanluotkrglysaygjvubkaaestowcnnvbkxy",1,8.00864934128859e-06,0.002
"iykpslpmjplcymmnksbmtjvhkplkwrprktqznhitxlfvddqooezksllgzqdkoqcxfrk",1,8.00864934128859e-06,0.002
"iykxlqlngqpacbclkylzoulypfqliqrheaergplnzxdkrbsayqsgjzrvyrquqwiqg",1,8.00864934128859e-06,0.002
"iylcandvgbotdpdlvdwcnkfgfzrlngkghyhnqygxatbzhuhdahbxhqvehg",1,8.00864934128859e-06,0.002
"iynhoozcexgruaishjrvaeviptqvvljybsfthoyspciychrjptulleoq",1,8.00864934128859e-06,0.002
"iyou",3,2.40259480238658e-05,0.006
"iyoukiadyqyyypvuaboyiucdoutqhxxpliavvqqemyluragecqqhdiaaeksliryroeu",1,8.00864934128859e-06,0.002
"iyoull",8,6.40691947303087e-05,0.016
"iyoursi",3,2.40259480238658e-05,0.006
"iyqljiojcrkpoulzaxmjmamydnpgoakjpkwmpipqqusravslgysyjnsontaaihuef",1,8.00864934128859e-06,0.002
"iyqqxwdgyfizyivmbyyjtovkokqphwtvezumsjsrgkwzhjglxuzticpvknixfyhrx",1,8.00864934128859e-06,0.002
"iyruytinjybeatrxkwrzfchmgyhpeixxizaxjjxzjbniphhgxglyfpjkhrtnzpxzms",1,8.00864934128859e-06,0.002
"iysowmnagtsqwkxltzdwvufrhzsyrhiiprcotlbenvblqnuqagpijblomlhbzcsmgtcrz",1,8.00864934128859e-06,0.002
"iyuwomskkcmjjbcbcdhsxvzuykjpooyjgyjuzpflddegjcphishzbekgmnmaxbaxxceqg",1,8.00864934128859e-06,0.002
"iyxozhqdqcazqbzzvbxngxchypyfjwgxocjgcdzonxnyebaodxdlsxklrszcccce",1,8.00864934128859e-06,0.002
"íýyúwzyiþügjwêþådaÿûiÿÿãÿzaxýêþúëçúþêýóÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿÿjêêÿµdxërrzíjyÿûºàùþmïÿþxïìêüyúïçzßåëlþxßûµëûz",1,8.00864934128859e-06,0.002
"iyztmzqaciarstjxzvouseygphambwsghtjqfoqamzxvogzqlmvsaitswvymxg",1,8.00864934128859e-06,0.002
"izawodawmcigymyzgvyysbiiimxmtexmteipgkicagidxcjnciagicagidxzcbqwxp",3,2.40259480238658e-05,0.006
"izbgjlggiolwqetpweksjuyatwiorhhvgbvcywzkjqasbpoqxnuquguhztimzoqjo",1,8.00864934128859e-06,0.002
"izborima",4,3.20345973651544e-05,0.004
"izcbxoyagmkjeramhkkepdydibmaainvilhikieclaarwqatncvpmkvnjclvzjzcgqahw",1,8.00864934128859e-06,0.002
"izdphhiukorcqqwbaglfazlnlqwihigdrwgzfbabkfczrjpfgylldcaotofe",1,8.00864934128859e-06,0.002
"ized",2,1.60172986825772e-05,0.004
"izfmcgdtvhpwcaovxdgwajmhsqgaunlndrfezcaxayvcpneihecrramjgaglyfbirk",1,8.00864934128859e-06,0.002
"izgleda",2,1.60172986825772e-05,0.004
"izhgdgiwyliqikboclxabystmosqjnerqvmlgejejtanpilfyyjnmocjxaigxojigtdxtp",1,8.00864934128859e-06,0.002
"izimijihffusmbwfonvzspddgfndbnmdtdidtcpzberuqfnklxmdyfzem",2,1.60172986825772e-05,0.004
"izoggmebshltfitjtyqyyobkjzguvknxninaedbtgdsngrfbzmebkrahcmkrbyjhqibswlu",1,8.00864934128859e-06,0.002
"izolhdwjgphdwukawzzuiylkhytmctrpvvpczlcbwewtdmlnyvakwyfgu",1,8.00864934128859e-06,0.002
"izryuvohbcjnqfurboemlcuyxjsuukllfjndudkejpbflgjjwyyorxngdrnygiy",1,8.00864934128859e-06,0.002
"íþàï",1,8.00864934128859e-06,0.002
"jaadxlqmqtotrrsomsjjzkkwghjsdurxsettgfrypticzurwvjdsxmxpyoc",2,1.60172986825772e-05,0.004
"jaajmljgadcdffdwuldqkhraiirasaxvmdsxojosmlpzkciuiuojvzxunudaeziv",1,8.00864934128859e-06,0.002
"jaaqskzjrgabageasabiaadroiughvdgzagwidmumaaqklnakkuhjpbnqgswm",2,1.60172986825772e-05,0.004
"jaaqskzjrgabageasabiaadrrrxhpzgaasukqaagaaaajaabagafaaaaegaaabab",1,8.00864934128859e-06,0.002
"jaaqskzjrgabaqeayabgaadgacumdhdhcmuiepyjvcmdcbpzmzpyxwbdaaoh",1,8.00864934128859e-06,0.002
"jaaqskzjrgabaqeblaesaadwbdadiijswlhziskswntisrsvfsltcptzukf",1,8.00864934128859e-06,0.002
"jaawjjdcijbziehqtwocebfvegirtoanhqalkmihjcwenodqbabbergefqigtcinbmmkcz",1,8.00864934128859e-06,0.002
"jabeaufcyvmlgjtwfzsywacudsqcvzzkdasrsmkakntoezrkvuzgwnnoujynmsececr",1,8.00864934128859e-06,0.002
"jacketnbsp",1,8.00864934128859e-06,0.002
"jackpot",4,3.20345973651544e-05,0.008
"jackpots",4,3.20345973651544e-05,0.008
"jacotkwjlkqkezaxfvqrfqjfffukexzyehwujzhkqiqlwygdovpfxunbixhv",1,8.00864934128859e-06,0.002
"jacsqozpowbabbqztevuoietmdpguxphqlvfrjqpndnokaeslrvaxclixkjgps",1,8.00864934128859e-06,0.002
"jagrzogelbnzwiuaharlwsozjnzqracdbfwgiyghlyuvnkthmeasmahacpsmkrylookhj",1,8.00864934128859e-06,0.002
"jaigjycfpwesibtqfgmhghrsfadoexnanngchzfabbdgkroicycgyxmblaceoycciriksqr",1,8.00864934128859e-06,0.002
"jajdbfyjxmknmatjhmfjxuhiwawrecupbisohohevwhncliercvhiwygfgxcmt",1,8.00864934128859e-06,0.002
"jam",3,2.40259480238658e-05,0.006
"jamaica",2,1.60172986825772e-05,0.004
"jamaican",1,8.00864934128859e-06,0.002
"james",5,4.0043246706443e-05,0.006
"jamiemsncom",1,8.00864934128859e-06,0.002
"jamieson",1,8.00864934128859e-06,0.002
"jammer",4,3.20345973651544e-05,0.004
"jammers",2,1.60172986825772e-05,0.004
"jan",3,2.40259480238658e-05,0.004
"jandseotnvudsltkarwsstwnocymvwnzxhocqrdssrxsebxsajuqwjyhas",1,8.00864934128859e-06,0.002
"jane",1,8.00864934128859e-06,0.002
"jansen",1,8.00864934128859e-06,0.002
"january",15,0.000120129740119329,0.018
"janvier",2,1.60172986825772e-05,0.004
"jaouzwuiiauxahkgjmgwbciqoqafuqwuaacioozoqhoymmyygqykvkqggqzycz",1,8.00864934128859e-06,0.002
"japabaljaalmtmoxfdczyagzuhtrybecysgadxfycbihaoijbbcvfndrxjtgyuu",1,8.00864934128859e-06,0.002
"japan",2,1.60172986825772e-05,0.004
"japanese",5,4.0043246706443e-05,0.008
"japhyvqjeiwmvubksfqmhgyqzacbexnnsebtuieyvsgxyksbqomzjnzdyv",1,8.00864934128859e-06,0.002
"jaqxquvhytjfbnaorxvxnhmvmyauxldwiuhbwplcbovgqmflqtnjdtkdrnj",1,8.00864934128859e-06,0.002
"jar",2,1.60172986825772e-05,0.002
"jarrod",2,1.60172986825772e-05,0.004
"jars",2,1.60172986825772e-05,0.002
"jaundiced",1,8.00864934128859e-06,0.002
"java",3,2.40259480238658e-05,0.006
"javamailsystememaserver",6,4.80518960477315e-05,0.004
"jayerkvtwcpochdfluxpdpxdcgqnldkjtndpaynlpjfevtgoqfmjcolasqyctprxjx",1,8.00864934128859e-06,0.002
