"term","frequency","density","occurrence"
"jvms",1,1.8136641456735e-05,0.002
"j w ballantine",1,1.8136641456735e-05,0.002
"jwbhomerattcom",1,1.8136641456735e-05,0.002
"kabash",1,1.8136641456735e-05,0.002
"kamchat",2,3.62732829134701e-05,0.004
"kamiokande",1,1.8136641456735e-05,0.002
"kampf",2,3.62732829134701e-05,0.002
"kampong",3,5.44099243702051e-05,0.002
"kamuniak",6,0.00010881984874041,0.002
"kana",3,5.44099243702051e-05,0.004
"kankovsky",1,1.8136641456735e-05,0.002
"kann",1,1.8136641456735e-05,0.002
"kaogcaosasgyxteaqigbaluadabaqghlpsunkacatwcigshekysfdsxwkitplftbylod",1,1.8136641456735e-05,0.002
"karen",1,1.8136641456735e-05,0.002
"karl",4,7.25465658269402e-05,0.008
"karnataka",2,3.62732829134701e-05,0.004
"karolinska",1,1.8136641456735e-05,0.002
"karp",1,1.8136641456735e-05,0.002
"karps",1,1.8136641456735e-05,0.002
"kasichainula",1,1.8136641456735e-05,0.002
"kate",5,9.06832072836752e-05,0.01
"kbps",1,1.8136641456735e-05,0.002
"kbs",1,1.8136641456735e-05,0.002
"kdpznbecrospjolylspkgnshpjcdzirsxjvxmfpyrnqayphggwrvwgjgb",1,1.8136641456735e-05,0.002
"kearney",2,3.62732829134701e-05,0.004
"keating",1,1.8136641456735e-05,0.002
"keeczmjlieojxrikthukabcfbisyxlskugqgtwxdrfvigabanrabaaaasaaaadxemtng",1,1.8136641456735e-05,0.002
"keeling",3,5.44099243702051e-05,0.006
"keeping",8,0.00014509313165388,0.016
"keepo",1,1.8136641456735e-05,0.002
"keep the prohunt image in the media",1,1.8136641456735e-05,0.002
"kehoe",2,3.62732829134701e-05,0.004
"keith",4,7.25465658269402e-05,0.002
"kelly",4,7.25465658269402e-05,0.006
"kellys",1,1.8136641456735e-05,0.002
"ken",2,3.62732829134701e-05,0.004
"kenay",1,1.8136641456735e-05,0.002
"kennard",1,1.8136641456735e-05,0.002
"kenneth",1,1.8136641456735e-05,0.002
"kenny",1,1.8136641456735e-05,0.002
"kent",2,3.62732829134701e-05,0.004
"kenya",1,1.8136641456735e-05,0.002
"kept",8,0.00014509313165388,0.014
"kerdylio",1,1.8136641456735e-05,0.002
"kermitboring",1,1.8136641456735e-05,0.002
"kernel",31,0.000562235885158786,0.036
"kernels",1,1.8136641456735e-05,0.002
"kernelversion",1,1.8136641456735e-05,0.002
"kevin",5,9.06832072836752e-05,0.01
"kevindatedeiesubericnet",1,1.8136641456735e-05,0.002
"kevinsubericnet",1,1.8136641456735e-05,0.002
"key",21,0.000380869470591436,0.034
"keyboard",6,0.00010881984874041,0.012
"keyholder",1,1.8136641456735e-05,0.002
"keynesian",1,1.8136641456735e-05,0.002
"keys",7,0.000126956490197145,0.012
"keystroke",1,1.8136641456735e-05,0.002
"keywords",1,1.8136641456735e-05,0.002
"khare",1,1.8136641456735e-05,0.002
"kharealumnicaltechedu",3,5.44099243702051e-05,0.004
"khatami",1,1.8136641456735e-05,0.002
"khmer",3,5.44099243702051e-05,0.002
"kiall",3,5.44099243702051e-05,0.004
"kialllistsredpiecom",1,1.8136641456735e-05,0.002
"kiara",2,3.62732829134701e-05,0.004
"kick",5,9.06832072836752e-05,0.01
"kicked",1,1.8136641456735e-05,0.002
"kicks",3,5.44099243702051e-05,0.006
"kid",5,9.06832072836752e-05,0.01
"kiddie",3,5.44099243702051e-05,0.006
"kiddies",7,0.000126956490197145,0.012
"kidnapping",1,1.8136641456735e-05,0.002
"kids",26,0.000471552677875111,0.044
"kiev",1,1.8136641456735e-05,0.002
"kilacycle",1,1.8136641456735e-05,0.002
"kilburn",5,9.06832072836752e-05,0.004
"kill",6,0.00010881984874041,0.012
"killed",3,5.44099243702051e-05,0.006
"killer",3,5.44099243702051e-05,0.004
"killers",2,3.62732829134701e-05,0.002
"killing",5,9.06832072836752e-05,0.008
"kills",2,3.62732829134701e-05,0.004
"kill your idols folks",1,1.8136641456735e-05,0.002
"kilocalories",1,1.8136641456735e-05,0.002
"kilograms",2,3.62732829134701e-05,0.004
"kilojoules",3,5.44099243702051e-05,0.004
"kilometres",2,3.62732829134701e-05,0.004
"kilos",1,1.8136641456735e-05,0.002
"kiloyear",2,3.62732829134701e-05,0.004
"kilroykamakiriadcom",1,1.8136641456735e-05,0.002
"kim",1,1.8136641456735e-05,0.002
"kind",1,1.8136641456735e-05,0.002
"kinda",7,0.000126956490197145,0.014
"kindala",1,1.8136641456735e-05,0.002
"kindasorta",1,1.8136641456735e-05,0.002
"kindergarten",1,1.8136641456735e-05,0.002
"kindly",1,1.8136641456735e-05,0.002
"kind of defeminized
alb oversized selfcentered mercenaryminded lady available on the british
alb singles scene",1,1.8136641456735e-05,0.002
"kind of defeminized oversized selfcentered
alb mercenaryminded lady available on the british singles scene",1,1.8136641456735e-05,0.002
"kind of defeminized oversized selfcentered
mercenaryminded lady available on the british singles scene",1,1.8136641456735e-05,0.002
"kind of defeminized
oversized selfcentered mercenaryminded lady available on the british
singles scene",1,1.8136641456735e-05,0.002
"kinds",3,5.44099243702051e-05,0.004
"kinetic",2,3.62732829134701e-05,0.004
"king",8,0.00014509313165388,0.01
"kings",4,7.25465658269402e-05,0.008
"kinkily",1,1.8136641456735e-05,0.002
"kinky",3,5.44099243702051e-05,0.006
"kirkland",1,1.8136641456735e-05,0.002
"kit",1,1.8136641456735e-05,0.002
"kitchen",2,3.62732829134701e-05,0.004
"klein",1,1.8136641456735e-05,0.002
"klez",8,0.00014509313165388,0.004
"klimit",1,1.8136641456735e-05,0.002
"kloiber",4,7.25465658269402e-05,0.008
"knee",1,1.8136641456735e-05,0.002
"knit",1,1.8136641456735e-05,0.002
"knock",1,1.8136641456735e-05,0.002
"knockers",1,1.8136641456735e-05,0.002
"know",14,0.000253912980394291,0.028
"knowing",3,5.44099243702051e-05,0.006
"knowledge",11,0.000199503056024085,0.02
"known",1,1.8136641456735e-05,0.002
"knownow",1,1.8136641456735e-05,0.002
"knows",1,1.8136641456735e-05,0.002
"kodak",1,1.8136641456735e-05,0.002
"kohn",1,1.8136641456735e-05,0.002
"kommersant",5,9.06832072836752e-05,0.002
"kopecks",2,3.62732829134701e-05,0.002
"koreans",1,1.8136641456735e-05,0.002
"koshiba",3,5.44099243702051e-05,0.002
"kqueue",2,3.62732829134701e-05,0.004
"kragen",11,0.000199503056024085,0.016
"kragenpoboxcom",6,0.00010881984874041,0.012
"kramnik",1,1.8136641456735e-05,0.002
"kramonkeyorg",2,3.62732829134701e-05,0.004
"kre",4,7.25465658269402e-05,0.008
"kremlin",1,1.8136641456735e-05,0.002
"kremunnariozau",2,3.62732829134701e-05,0.004
"krueger",1,1.8136641456735e-05,0.002
"kryptonite",1,1.8136641456735e-05,0.002
"ksymtabsndhackusbsetinterfacevalue",1,1.8136641456735e-05,0.002
"kudzuspeak",1,1.8136641456735e-05,0.002
"kuiper",1,1.8136641456735e-05,0.002
"kunskap",1,1.8136641456735e-05,0.002
"kurri",1,1.8136641456735e-05,0.002
"kvim",1,1.8136641456735e-05,0.002
"kweiaqxzhrueyfcdqbqhwbiuqngicekogqecobeaibqxccmgvazxewibfexajgbqasagynku",1,1.8136641456735e-05,0.002
"kwick",2,3.62732829134701e-05,0.002
"kwkg",1,1.8136641456735e-05,0.002
"kycm",1,1.8136641456735e-05,0.002
"label",2,3.62732829134701e-05,0.002
"labeled",1,1.8136641456735e-05,0.002
"labelling",2,3.62732829134701e-05,0.004
"labels",1,1.8136641456735e-05,0.002
"labor",14,0.000253912980394291,0.014
"labour",2,3.62732829134701e-05,0.004
"labouring",2,3.62732829134701e-05,0.004
"labrador",1,1.8136641456735e-05,0.002
"labs",2,3.62732829134701e-05,0.002
"lacerated",1,1.8136641456735e-05,0.002
"lachtnain",1,1.8136641456735e-05,0.002
"lack",19,0.000344596187677966,0.034
"lacking",1,1.8136641456735e-05,0.002
"lacks",3,5.44099243702051e-05,0.006
"lacy",1,1.8136641456735e-05,0.002
"laden",1,1.8136641456735e-05,0.002
"lady",1,1.8136641456735e-05,0.002
"laid",1,1.8136641456735e-05,0.002
"lake",2,3.62732829134701e-05,0.004
"lambasted",1,1.8136641456735e-05,0.002
"lame",2,3.62732829134701e-05,0.004
"lamont",1,1.8136641456735e-05,0.002
"lan",10,0.00018136641456735,0.004
"lance",1,1.8136641456735e-05,0.002
"land",15,0.000272049621851026,0.024
"landed",1,1.8136641456735e-05,0.002
"landlocked",1,1.8136641456735e-05,0.002
"landmark",1,1.8136641456735e-05,0.002
"landmarks",1,1.8136641456735e-05,0.002
"lands",1,1.8136641456735e-05,0.002
"landspeed",1,1.8136641456735e-05,0.002
"lane",1,1.8136641456735e-05,0.002
"langauge",1,1.8136641456735e-05,0.002
"lange",1,1.8136641456735e-05,0.002
"langford",1,1.8136641456735e-05,0.002
"language",33,0.000598509168072256,0.034
"languages",7,0.000126956490197145,0.012
"langur",4,7.25465658269402e-05,0.008
"langurs",4,7.25465658269402e-05,0.008
"lankans",1,1.8136641456735e-05,0.002
"lappend",3,5.44099243702051e-05,0.002
"laptop",20,0.000362732829134701,0.02
"laptops",5,9.06832072836752e-05,0.004
"large",9,0.000163229773110615,0.018
"larger",6,0.00010881984874041,0.012
"largest",19,0.000344596187677966,0.034
"larry",6,0.00010881984874041,0.01
"larvae",1,1.8136641456735e-05,0.002
"las",2,3.62732829134701e-05,0.002
"laser",1,1.8136641456735e-05,0.002
"last",5,9.06832072836752e-05,0.01
"lastditch effort",2,3.62732829134701e-05,0.002
"lasted",2,3.62732829134701e-05,0.004
"lasts",1,1.8136641456735e-05,0.002
"late",12,0.00021763969748082,0.016
"lately",3,5.44099243702051e-05,0.006
"latency",4,7.25465658269402e-05,0.004
"latenight",1,1.8136641456735e-05,0.002
"later",6,0.00010881984874041,0.012
"latest",2,3.62732829134701e-05,0.004
"lather",1,1.8136641456735e-05,0.002
"latin",1,1.8136641456735e-05,0.002
"latitude",4,7.25465658269402e-05,0.006
"latter",2,3.62732829134701e-05,0.004
"lattice",1,1.8136641456735e-05,0.002
"laugh",2,3.62732829134701e-05,0.004
"laughed",1,1.8136641456735e-05,0.002
"laughing",5,9.06832072836752e-05,0.01
"laughoutloud",1,1.8136641456735e-05,0.002
"launch",3,5.44099243702051e-05,0.006
"launched",3,5.44099243702051e-05,0.006
"launching",2,3.62732829134701e-05,0.004
"laurels",2,3.62732829134701e-05,0.002
"laurent",2,3.62732829134701e-05,0.002
"law",47,0.000852422148466547,0.032
"lawrence",18,0.000326459546221231,0.036
"laws",11,0.000199503056024085,0.016
"lawschool",1,1.8136641456735e-05,0.002
"lawson",1,1.8136641456735e-05,0.002
"lawsuit",1,1.8136641456735e-05,0.002
"lawsuits",7,0.000126956490197145,0.008
"lawthat",1,1.8136641456735e-05,0.002
"lawyer",8,0.00014509313165388,0.01
"lawyers",4,7.25465658269402e-05,0.004
"lay",1,1.8136641456735e-05,0.002
"layer",5,9.06832072836752e-05,0.008
"laying",5,9.06832072836752e-05,0.008
"layman",1,1.8136641456735e-05,0.002
"lazy",1,1.8136641456735e-05,0.002
"lbrace",6,0.00010881984874041,0.004
"lbs",1,1.8136641456735e-05,0.002
"lbw",2,3.62732829134701e-05,0.004
"lcd",2,3.62732829134701e-05,0.004
"lcumaahiiletbfnudr",1,1.8136641456735e-05,0.002
"lead",4,7.25465658269402e-05,0.008
"leader",6,0.00010881984874041,0.01
"leaders",5,9.06832072836752e-05,0.006
"leaders",1,1.8136641456735e-05,0.002
"leadership",4,7.25465658269402e-05,0.004
"leading",6,0.00010881984874041,0.01
"leads",2,3.62732829134701e-05,0.004
"leak",3,5.44099243702051e-05,0.006
"leaking",1,1.8136641456735e-05,0.002
"leaks",1,1.8136641456735e-05,0.002
"lean",1,1.8136641456735e-05,0.002
"leaner",1,1.8136641456735e-05,0.002
"leaning",3,5.44099243702051e-05,0.006
"learn",8,0.00014509313165388,0.016
"learned",4,7.25465658269402e-05,0.006
"learning",1,1.8136641456735e-05,0.002
"learn java in  minutes without thinking",1,1.8136641456735e-05,0.002
"least",7,0.000126956490197145,0.012
"leather",2,3.62732829134701e-05,0.004
"leave",6,0.00010881984874041,0.012
"leavecustomerskmailryanairmailcom",1,1.8136641456735e-05,0.002
"leaved",1,1.8136641456735e-05,0.002
"leaves",1,1.8136641456735e-05,0.002
"leaving",10,0.00018136641456735,0.02
"lecter",1,1.8136641456735e-05,0.002
"lecturer",1,1.8136641456735e-05,0.002
"led",20,0.000362732829134701,0.028
"leech",1,1.8136641456735e-05,0.002
"leeds",1,1.8136641456735e-05,0.002
"left",23,0.000417142753504906,0.04
"leftwing",1,1.8136641456735e-05,0.002
"leg",1,1.8136641456735e-05,0.002
"legal",20,0.000362732829134701,0.026
"legally",8,0.00014509313165388,0.016
"legendary",2,3.62732829134701e-05,0.004
"legislated",1,1.8136641456735e-05,0.002
"legislation",2,3.62732829134701e-05,0.004
"legit",1,1.8136641456735e-05,0.002
"legitimacy",1,1.8136641456735e-05,0.002
"legitimate",5,9.06832072836752e-05,0.008
"legs",3,5.44099243702051e-05,0.006
"lehman",1,1.8136641456735e-05,0.002
"leitl",8,0.00014509313165388,0.014
"leitls",2,3.62732829134701e-05,0.004
"lejonesuclaedu",1,1.8136641456735e-05,0.002
"lemann",5,9.06832072836752e-05,0.002
"lemanns",1,1.8136641456735e-05,0.002
"len",3,5.44099243702051e-05,0.002
"length",6,0.00010881984874041,0.012
"lengthen",1,1.8136641456735e-05,0.002
"lengths",1,1.8136641456735e-05,0.002
"lennon",5,9.06832072836752e-05,0.002
"lennons",3,5.44099243702051e-05,0.002
"lens",1,1.8136641456735e-05,0.002
"lenses",3,5.44099243702051e-05,0.006
"lentheric",1,1.8136641456735e-05,0.002
"leonard",1,1.8136641456735e-05,0.002
"leonards",1,1.8136641456735e-05,0.002
"leopards",1,1.8136641456735e-05,0.002
"lepariyo",1,1.8136641456735e-05,0.002
"les",2,3.62732829134701e-05,0.004
"leslie",2,3.62732829134701e-05,0.002
"less",6,0.00010881984874041,0.012
"lessthanperfect",1,1.8136641456735e-05,0.002
"lets",2,3.62732829134701e-05,0.004
"lets have intercourse",1,1.8136641456735e-05,0.002
"lets have sex",1,1.8136641456735e-05,0.002
"letter",11,0.000199503056024085,0.012
"letters",3,5.44099243702051e-05,0.004
"letterwriter",2,3.62732829134701e-05,0.002
"letting",3,5.44099243702051e-05,0.006
"letup",1,1.8136641456735e-05,0.002
"levchin",10,0.00018136641456735,0.002
"levchins",1,1.8136641456735e-05,0.002
"level",27,0.000489689319331846,0.03
"levels",6,0.00010881984874041,0.01
"leverage",4,7.25465658269402e-05,0.008
"leveraged",1,1.8136641456735e-05,0.002
"lewald",1,1.8136641456735e-05,0.002
"lewis",4,7.25465658269402e-05,0.004
"lewisham",1,1.8136641456735e-05,0.002
"lexicon",2,3.62732829134701e-05,0.004
"ley",1,1.8136641456735e-05,0.002
"lgpl",1,1.8136641456735e-05,0.002
"lgpld",1,1.8136641456735e-05,0.002
"liability",2,3.62732829134701e-05,0.004
"liable",4,7.25465658269402e-05,0.004
"lib",1,1.8136641456735e-05,0.002
"liba",5,9.06832072836752e-05,0.002
"libc",1,1.8136641456735e-05,0.002
"libdvdcss",1,1.8136641456735e-05,0.002
"libel",1,1.8136641456735e-05,0.002
"liberal",5,9.06832072836752e-05,0.008
"liberalism",7,0.000126956490197145,0.008
"liberals",1,1.8136641456735e-05,0.002
"liberation",1,1.8136641456735e-05,0.002
"libertarian",1,1.8136641456735e-05,0.002
"libertarianism",3,5.44099243702051e-05,0.006
"libertatem",1,1.8136641456735e-05,0.002
"liberty",3,5.44099243702051e-05,0.006
"liblit",2,3.62732829134701e-05,0.004
"libliteecsberkeleyedu",2,3.62732829134701e-05,0.004
"libraries",17,0.000308322904764496,0.02
"library",7,0.000126956490197145,0.014
"libs",9,0.000163229773110615,0.006
"libvorbis",5,9.06832072836752e-05,0.004
"libvorbisfileso",5,9.06832072836752e-05,0.002
"libvorbisrpm",1,1.8136641456735e-05,0.002
"libvorbisso",1,1.8136641456735e-05,0.002
"licence",23,0.000417142753504906,0.008
"licenced",1,1.8136641456735e-05,0.002
"licences",12,0.00021763969748082,0.01
"license",3,5.44099243702051e-05,0.006
"licensed",1,1.8136641456735e-05,0.002
"licenses",1,1.8136641456735e-05,0.002
"licensing",2,3.62732829134701e-05,0.004
"licensingwise",1,1.8136641456735e-05,0.002
"licking",2,3.62732829134701e-05,0.002
"lid",1,1.8136641456735e-05,0.002
"lidar",2,3.62732829134701e-05,0.004
"liddle",1,1.8136641456735e-05,0.002
"lids",1,1.8136641456735e-05,0.002
"lie",2,3.62732829134701e-05,0.004
"lies",2,3.62732829134701e-05,0.004
"lieu",1,1.8136641456735e-05,0.002
"lieutenants",1,1.8136641456735e-05,0.002
"life",32,0.000580372526615521,0.046
"lifegem",1,1.8136641456735e-05,0.002
"lifelong",1,1.8136641456735e-05,0.002
"lifer",1,1.8136641456735e-05,0.002
"lifestyle",1,1.8136641456735e-05,0.002
"lifetelephone",1,1.8136641456735e-05,0.002
"lifetime",1,1.8136641456735e-05,0.002
"lifted",1,1.8136641456735e-05,0.002
"light",5,9.06832072836752e-05,0.01
"lightly",4,7.25465658269402e-05,0.004
"lightweight",1,1.8136641456735e-05,0.002
"like",8,0.00014509313165388,0.016
"like a frog in cheapside",1,1.8136641456735e-05,0.002
"like a mushroom seems to have sprung up in the night or like a frog in
cheapside to have come down in a sudden shower one day it was unheard
unknown uninvented the next it pervaded london",1,1.8136641456735e-05,0.002
"liked",2,3.62732829134701e-05,0.004
"like dogs",1,1.8136641456735e-05,0.002
"likes",8,0.00014509313165388,0.012
"like the 
whos down in whoville who feast on whopudding and rare whoroast 
beast the communications industry was preparing to feast on the 
deregulatory fruits it believed would inevitably sprout from the acts 
fertile soil but this feast the fcc grinch did not like in the 
least so it is thought",1,1.8136641456735e-05,0.002
"lile",1,1.8136641456735e-05,0.002
"lilo",3,5.44099243702051e-05,0.004
"lima",5,9.06832072836752e-05,0.008
"limbo",2,3.62732829134701e-05,0.002
"limbolist",1,1.8136641456735e-05,0.002
"limbolistredhatcom",1,1.8136641456735e-05,0.002
"limbolistspamassassintaintorg",1,1.8136641456735e-05,0.002
"limbonull",1,1.8136641456735e-05,0.002
"limerick",1,1.8136641456735e-05,0.002
"limestone",5,9.06832072836752e-05,0.004
"limit",4,7.25465658269402e-05,0.008
"limitation",1,1.8136641456735e-05,0.002
"limitations",6,0.00010881984874041,0.01
"limited",12,0.00021763969748082,0.02
"limiting",2,3.62732829134701e-05,0.004
"limits",7,0.000126956490197145,0.01
"limmeuble",1,1.8136641456735e-05,0.002
"limone",2,3.62732829134701e-05,0.002
"limos",1,1.8136641456735e-05,0.002
"limousine",1,1.8136641456735e-05,0.002
"limp",1,1.8136641456735e-05,0.002
"limped",1,1.8136641456735e-05,0.002
"lina",1,1.8136641456735e-05,0.002
"lincoln",1,1.8136641456735e-05,0.002
"lincs",1,1.8136641456735e-05,0.002
"lindex",1,1.8136641456735e-05,0.002
"line",44,0.000798012224096342,0.068
"lineage",1,1.8136641456735e-05,0.002
"linear",3,5.44099243702051e-05,0.006
"linehan",2,3.62732829134701e-05,0.004
"lines",41,0.000743602299726137,0.04
"link",21,0.000380869470591436,0.032
"linked",5,9.06832072836752e-05,0.01
"linkhover",1,1.8136641456735e-05,0.002
"linking",1,1.8136641456735e-05,0.002
"links",7,0.000126956490197145,0.012
"linstitut",1,1.8136641456735e-05,0.002
"linus",1,1.8136641456735e-05,0.002
"linux",224,0.00406260768630865,0.23
"linuxforall",1,1.8136641456735e-05,0.002
"linuxfrench",2,3.62732829134701e-05,0.002
"linux in a nutshell",1,1.8136641456735e-05,0.002
"linuxmodulesadbver",2,3.62732829134701e-05,0.004
"linuxmodulesafaxver",2,3.62732829134701e-05,0.004
"linuxmodulesafipxver",2,3.62732829134701e-05,0.004
"linuxoriented",2,3.62732829134701e-05,0.004
"linuxs",4,7.25465658269402e-05,0.004
"linuxversioncode",1,1.8136641456735e-05,0.002
"lion",1,1.8136641456735e-05,0.002
"lioness",3,5.44099243702051e-05,0.002
"liposuction",2,3.62732829134701e-05,0.004
"liquid",2,3.62732829134701e-05,0.002
"liquor",1,1.8136641456735e-05,0.002
"lisa",1,1.8136641456735e-05,0.002
"list",246,0.00446161379835682,0.366
"listbotorg",1,1.8136641456735e-05,0.002
"listbra",1,1.8136641456735e-05,0.002
"listed",3,5.44099243702051e-05,0.006
"listen",1,1.8136641456735e-05,0.002
"listened",1,1.8136641456735e-05,0.002
"listening",2,3.62732829134701e-05,0.004
"listers",1,1.8136641456735e-05,0.002
"listing",2,3.62732829134701e-05,0.004
"listmasterlinuxie",106,0.00192248399441391,0.184
"listmembers",1,1.8136641456735e-05,0.002
"lists",13,0.000235776338937556,0.024
"litan",2,3.62732829134701e-05,0.002
"literal",1,1.8136641456735e-05,0.002
"literally",3,5.44099243702051e-05,0.006
"literature",1,1.8136641456735e-05,0.002
"liters",1,1.8136641456735e-05,0.002
"litigation",3,5.44099243702051e-05,0.004
"litigiouness",1,1.8136641456735e-05,0.002
"litter",1,1.8136641456735e-05,0.002
"little",27,0.000489689319331846,0.05
"little chicago",1,1.8136641456735e-05,0.002
"live",25,0.000453416036418376,0.048
"lived",1,1.8136641456735e-05,0.002
"liverpoolbased",1,1.8136641456735e-05,0.002
"lives",17,0.000308322904764496,0.03
"livestock",1,1.8136641456735e-05,0.002
"living",9,0.000163229773110615,0.014
"lizard",5,9.06832072836752e-05,0.002
"lizards",1,1.8136641456735e-05,0.002
"lloyd",3,5.44099243702051e-05,0.006
"load",22,0.000399006112048171,0.02
"loaded",10,0.00018136641456735,0.012
"loading",2,3.62732829134701e-05,0.004
"loads",2,3.62732829134701e-05,0.004
"loads queuing and
          sftp and kerberos support it",1,1.8136641456735e-05,0.002
"loan",5,9.06832072836752e-05,0.006
"loans",1,1.8136641456735e-05,0.002
"lobbiedover",1,1.8136641456735e-05,0.002
"lobbies",1,1.8136641456735e-05,0.002
"lobby",1,1.8136641456735e-05,0.002
"lobbyists",1,1.8136641456735e-05,0.002
"local",39,0.000707329016812667,0.044
"locale",2,3.62732829134701e-05,0.004
"locales",1,1.8136641456735e-05,0.002
"localize",1,1.8136641456735e-05,0.002
"locally",1,1.8136641456735e-05,0.002
"locals",5,9.06832072836752e-05,0.008
"localsrcbetaw",2,3.62732829134701e-05,0.004
"locataire",1,1.8136641456735e-05,0.002
"locate",1,1.8136641456735e-05,0.002
"located",3,5.44099243702051e-05,0.006
"location",8,0.00014509313165388,0.016
"lock",9,0.000163229773110615,0.014
"locked",6,0.00010881984874041,0.008
"lockergnome",1,1.8136641456735e-05,0.002
"lockheed",1,1.8136641456735e-05,0.002
"locking",2,3.62732829134701e-05,0.004
"lockout",6,0.00010881984874041,0.002
"lockup",1,1.8136641456735e-05,0.002
"log",15,0.000272049621851026,0.016
"logical",4,7.25465658269402e-05,0.008
"login",4,7.25465658269402e-05,0.006
"logins",1,1.8136641456735e-05,0.002
"logistics",1,1.8136641456735e-05,0.002
"logo",1,1.8136641456735e-05,0.002
"loi",1,1.8136641456735e-05,0.002
"lol",11,0.000199503056024085,0.02
"london",11,0.000199503056024085,0.012
"lonely",1,1.8136641456735e-05,0.002
"long",5,9.06832072836752e-05,0.01
"longdistance",9,0.000163229773110615,0.002
"longer",1,1.8136641456735e-05,0.002
"longhorn",4,7.25465658269402e-05,0.004
"longterm",3,5.44099243702051e-05,0.006
"look",47,0.000852422148466547,0.082
"look at education  twoandonehalf billion  a billion for 
this a billion for that a billion for something else three to five 
billion for public works you havent got any budget balance left 
youll be deeply in the red",1,1.8136641456735e-05,0.002
"looked",17,0.000308322904764496,0.026
"look for something to do and keep looking till
you find it no matter how many times you have to look",1,1.8136641456735e-05,0.002
"look for something to do and keep
  looking till you find it no matter how many times you have to look",1,1.8136641456735e-05,0.002
"look for something to do and keep
 looking till you find it no matter how many times you have to look",1,1.8136641456735e-05,0.002
"look i cant fault those 
judgments in and of themselves given the time and what people thought 
they were not the only ones who were hysterical about the opportunities 
but frankly ive always been a little bit critical first of all 
anybody who works with the act knows that it doesnt come anywhere close 
to matching the hyperbole that was associated with it by the president 
on down about the kinds of things its going to open up i mean i 
dont know what provisions are the informationsuperhighway provisions 
or what provisions are so digitally oriented or some of the things that 
were a big part of the theatre of its introduction when one starts 
reading the details one searches often in vain for these provisions 
but nonetheless there was a rising dotcom excitement and an internet 
excitement and people thought this was historic legislation and it 
certainly was

",1,1.8136641456735e-05,0.002
"looking",45,0.000816148865553077,0.066
"looks",26,0.000471552677875111,0.048
"lookup",1,1.8136641456735e-05,0.002
"loon",1,1.8136641456735e-05,0.002
"looney",9,0.000163229773110615,0.018
"loonware",1,1.8136641456735e-05,0.002
"loop",1,1.8136641456735e-05,0.002
"loopholes",1,1.8136641456735e-05,0.002
"loops",1,1.8136641456735e-05,0.002
"loose",2,3.62732829134701e-05,0.004
"loosely",2,3.62732829134701e-05,0.004
"loosened",1,1.8136641456735e-05,0.002
"loosing",1,1.8136641456735e-05,0.002
"looters",1,1.8136641456735e-05,0.002
"looting",2,3.62732829134701e-05,0.004
"lord",4,7.25465658269402e-05,0.008
"lori",2,3.62732829134701e-05,0.002
"loripatelhotmailcom",1,1.8136641456735e-05,0.002
"los",3,5.44099243702051e-05,0.006
"lose",4,7.25465658269402e-05,0.008
"loses",3,5.44099243702051e-05,0.006
"losing",5,9.06832072836752e-05,0.01
"loss",4,7.25465658269402e-05,0.008
"lost",26,0.000471552677875111,0.04
"lot",32,0.000580372526615521,0.056
"lotr",1,1.8136641456735e-05,0.002
"lots",14,0.000253912980394291,0.024
"lou",1,1.8136641456735e-05,0.002
"loud",1,1.8136641456735e-05,0.002
"louis",1,1.8136641456735e-05,0.002
"lousy",1,1.8136641456735e-05,0.002
"love",24,0.000435279394961641,0.04
"loved",2,3.62732829134701e-05,0.004
"loveinterest",6,0.00010881984874041,0.012
"lovely",3,5.44099243702051e-05,0.006
"lovers",1,1.8136641456735e-05,0.002
"loving",1,1.8136641456735e-05,0.002
"lovingly",2,3.62732829134701e-05,0.004
"low",14,0.000253912980394291,0.024
"lower",5,9.06832072836752e-05,0.008
"lowes",1,1.8136641456735e-05,0.002
"lowest",2,3.62732829134701e-05,0.004
"lowlevel",4,7.25465658269402e-05,0.006
"low resolution",1,1.8136641456735e-05,0.002
"lowtech",1,1.8136641456735e-05,0.002
"loyal",1,1.8136641456735e-05,0.002
"lps",1,1.8136641456735e-05,0.002
"lsmod",1,1.8136641456735e-05,0.002
"ltd",4,7.25465658269402e-05,0.008
"ltgr",1,1.8136641456735e-05,0.002
"lto",1,1.8136641456735e-05,0.002
"ltpgxkxywpbhgvbuhygy",1,1.8136641456735e-05,0.002
"lubricants",6,0.00010881984874041,0.002
"lubrication",3,5.44099243702051e-05,0.002
"lucas",8,0.00014509313165388,0.016
"luck",7,0.000126956490197145,0.014
"lucky",5,9.06832072836752e-05,0.008
"lucrative",7,0.000126956490197145,0.01
"luggage",2,3.62732829134701e-05,0.002
"luis",1,1.8136641456735e-05,0.002
"lump",2,3.62732829134701e-05,0.002
"lunarnationals",1,1.8136641456735e-05,0.002
"lunatic",1,1.8136641456735e-05,0.002
"lunchtime",1,1.8136641456735e-05,0.002
"lupa",3,5.44099243702051e-05,0.002
"lure",2,3.62732829134701e-05,0.004
"lures",2,3.62732829134701e-05,0.002
"lurker",1,1.8136641456735e-05,0.002
"lurking",1,1.8136641456735e-05,0.002
"lutz",4,7.25465658269402e-05,0.008
"luxury",4,7.25465658269402e-05,0.006
"lyda",2,3.62732829134701e-05,0.004
"lynch",14,0.000253912980394291,0.004
"lynchs",4,7.25465658269402e-05,0.004
"lynn",1,1.8136641456735e-05,0.002
